tipo_crime,bairro,descricao_modus_operandi,arma_utilizada,quantidade_vitimas,quantidade_suspeitos,idade_suspeito,cluster,status_binario,status_investigacao
Tráfico de Drogas,Graças,Estupro Coletivo,Explosivos,4,2,18,1,1,Concluído
Tráfico de Drogas,Pina,Emboscada,Faca,1,4,39,0,1,Concluído
Estelionato,Boa Viagem,Assalto a Mão Armada,Objeto Contundente,0,4,33,8,0,Arquivado
Violência Doméstica,Torre,Estupro Coletivo,Arma de Fogo,2,3,15,4,0,Arquivado
Latrocínio,Graças,Fraude Online,Faca,4,4,66,1,0,Arquivado
Tráfico de Drogas,Graças,Fraude Online,Explosivos,4,3,52,1,1,Concluído
Furto,Imbiribeira,Uso de Arma de Fogo,Arma de Fogo,2,4,29,6,0,Arquivado
Estupro,Espinheiro,Invasão Residencial,Arma de Fogo,3,0,22,3,0,Arquivado
Latrocínio,Pina,Arrombamento,Nenhum,4,3,23,0,1,Concluído
Violência Doméstica,Torre,Golpe Telefônico,Objeto Contundente,4,1,16,4,0,Arquivado
Violência Doméstica,Santo Amaro,Emboscada,Faca,2,2,21,2,0,Arquivado
Homicídio,Espinheiro,Estupro Coletivo,Faca,1,0,29,3,1,Concluído
Homicídio,Tamarineira,Assalto a Mão Armada,Explosivos,4,3,19,7,0,Arquivado
Sequestro,Imbiribeira,Arrombamento,Faca,2,2,32,6,1,Concluído
Furto,Afogados,Invasão Residencial,Objeto Contundente,0,1,18,5,1,Concluído
Violência Doméstica,Espinheiro,Emboscada,Objeto Contundente,3,0,69,3,0,Arquivado
Furto,Casa Forte,Uso de Arma de Fogo,Explosivos,1,1,53,2,0,Arquivado
Ameaça,Afogados,Uso de Arma de Fogo,Faca,0,0,48,5,1,Concluído
Violência Doméstica,Pina,Estelionato Bancário,Nenhum,1,4,49,0,1,Concluído
Estupro,Casa Forte,Arrombamento,Explosivos,2,0,19,2,0,Arquivado
Latrocínio,Afogados,Uso de Arma de Fogo,Faca,4,3,34,5,0,Arquivado
Estelionato,Tamarineira,Estelionato Bancário,Objeto Contundente,2,2,56,7,1,Concluído
Violência Doméstica,Casa Forte,Fraude Online,Arma de Fogo,1,3,49,2,0,Arquivado
Tráfico de Drogas,Pina,Assalto a Mão Armada,Faca,3,1,25,0,0,Arquivado
Latrocínio,Pina,Golpe Telefônico,Objeto Contundente,3,0,38,0,1,Concluído
Sequestro,Boa Viagem,Crime Cibernético,Objeto Contundente,1,1,38,8,0,Arquivado
Homicídio,Imbiribeira,Invasão Residencial,Explosivos,0,1,40,6,0,Arquivado
Sequestro,Graças,Fraude Online,Explosivos,1,1,19,1,1,Concluído
Roubo,Tamarineira,Arrombamento,Nenhum,1,3,64,7,0,Arquivado
Estupro,Casa Forte,Invasão Residencial,Faca,4,3,69,2,0,Arquivado
Ameaça,Afogados,Assalto a Mão Armada,Nenhum,4,3,64,5,0,Arquivado
Homicídio,Espinheiro,Golpe Telefônico,Explosivos,0,4,14,3,1,Concluído
Roubo,Afogados,Estupro Coletivo,Faca,0,1,14,5,0,Arquivado
Sequestro,Torre,Golpe Telefônico,Arma de Fogo,2,4,62,4,1,Concluído
Violência Doméstica,Boa Viagem,Fraude Online,Faca,3,3,66,8,1,Concluído
Estupro,Imbiribeira,Golpe Telefônico,Faca,2,0,28,6,0,Arquivado
Estupro,Imbiribeira,Emboscada,Objeto Contundente,1,4,47,6,0,Arquivado
Sequestro,Imbiribeira,Estupro Coletivo,Objeto Contundente,1,2,42,6,0,Arquivado
Sequestro,Graças,Golpe Telefônico,Arma de Fogo,1,3,64,1,0,Arquivado
Violência Doméstica,Espinheiro,Fraude Online,Nenhum,1,1,50,3,1,Concluído
Latrocínio,Espinheiro,Estupro Coletivo,Faca,3,2,67,3,0,Arquivado
Violência Doméstica,Pina,Estupro Coletivo,Explosivos,4,4,37,0,0,Arquivado
Homicídio,Boa Viagem,Invasão Residencial,Explosivos,4,3,32,8,1,Concluído
Homicídio,Boa Viagem,Estelionato Bancário,Nenhum,0,2,62,8,1,Concluído
Latrocínio,Pina,Emboscada,Nenhum,3,1,33,0,1,Concluído
Roubo,Afogados,Emboscada,Arma de Fogo,4,4,69,5,0,Arquivado
Latrocínio,Santo Amaro,Golpe Telefônico,Faca,2,4,43,2,1,Concluído
Tráfico de Drogas,Boa Viagem,Fraude Online,Nenhum,2,3,31,8,1,Concluído
Sequestro,Santo Amaro,Fraude Online,Faca,4,2,29,2,1,Concluído
Tráfico de Drogas,Tamarineira,Arrombamento,Faca,3,4,60,7,0,Arquivado
Estelionato,Graças,Invasão Residencial,Arma de Fogo,0,3,27,1,1,Concluído
Tráfico de Drogas,Imbiribeira,Arrombamento,Explosivos,3,2,54,6,0,Arquivado
Latrocínio,Santo Amaro,Estupro Coletivo,Faca,3,3,55,2,0,Arquivado
Ameaça,Tamarineira,Crime Cibernético,Objeto Contundente,2,2,63,7,0,Arquivado
Roubo,Santo Amaro,Invasão Residencial,Objeto Contundente,4,3,15,2,1,Concluído
Latrocínio,Graças,Assalto a Mão Armada,Objeto Contundente,1,3,51,1,0,Arquivado
Homicídio,Afogados,Estupro Coletivo,Objeto Contundente,0,0,38,5,0,Arquivado
Tráfico de Drogas,Imbiribeira,Uso de Arma de Fogo,Nenhum,1,3,36,6,1,Concluído
Violência Doméstica,Graças,Arrombamento,Explosivos,2,3,32,1,0,Arquivado
Roubo,Casa Forte,Golpe Telefônico,Faca,3,3,65,2,0,Arquivado
Ameaça,Santo Amaro,Fraude Online,Nenhum,2,4,19,2,0,Arquivado
Furto,Santo Amaro,Estupro Coletivo,Nenhum,2,0,41,2,0,Arquivado
Estupro,Pina,Crime Cibernético,Explosivos,0,0,39,0,1,Concluído
Roubo,Pina,Estupro Coletivo,Explosivos,0,2,54,0,1,Concluído
Sequestro,Boa Viagem,Estupro Coletivo,Explosivos,1,0,69,8,0,Arquivado
Violência Doméstica,Pina,Fraude Online,Explosivos,2,3,67,0,1,Concluído
Furto,Casa Forte,Assalto a Mão Armada,Nenhum,3,3,26,2,1,Concluído
Estelionato,Imbiribeira,Estelionato Bancário,Explosivos,2,3,65,6,1,Concluído
Furto,Casa Forte,Emboscada,Faca,2,3,23,2,1,Concluído
Ameaça,Santo Amaro,Arrombamento,Faca,4,3,59,2,1,Concluído
Ameaça,Casa Forte,Estelionato Bancário,Explosivos,1,1,15,2,1,Concluído
Sequestro,Tamarineira,Crime Cibernético,Arma de Fogo,2,1,54,7,1,Concluído
Violência Doméstica,Santo Amaro,Fraude Online,Faca,1,3,15,2,0,Arquivado
Sequestro,Afogados,Crime Cibernético,Objeto Contundente,0,3,21,5,0,Arquivado
Sequestro,Pina,Uso de Arma de Fogo,Nenhum,1,3,66,0,1,Concluído
Ameaça,Boa Viagem,Crime Cibernético,Faca,4,0,50,8,1,Concluído
Latrocínio,Casa Forte,Invasão Residencial,Arma de Fogo,0,1,25,2,0,Arquivado
Ameaça,Boa Viagem,Assalto a Mão Armada,Faca,3,4,17,8,0,Arquivado
Sequestro,Graças,Fraude Online,Nenhum,0,2,19,1,1,Concluído
Violência Doméstica,Tamarineira,Arrombamento,Arma de Fogo,1,4,45,7,0,Arquivado
Homicídio,Boa Viagem,Uso de Arma de Fogo,Faca,1,4,41,8,0,Arquivado
Sequestro,Santo Amaro,Emboscada,Faca,3,3,61,2,0,Arquivado
Sequestro,Torre,Fraude Online,Objeto Contundente,3,3,33,4,0,Arquivado
Sequestro,Boa Viagem,Estupro Coletivo,Explosivos,1,4,38,8,1,Concluído
Homicídio,Casa Forte,Estelionato Bancário,Faca,2,2,65,2,1,Concluído
Roubo,Tamarineira,Crime Cibernético,Nenhum,3,1,44,7,0,Arquivado
Estelionato,Imbiribeira,Emboscada,Arma de Fogo,4,1,18,6,1,Concluído
Violência Doméstica,Imbiribeira,Estupro Coletivo,Arma de Fogo,1,1,31,6,0,Arquivado
Sequestro,Espinheiro,Estupro Coletivo,Explosivos,1,3,29,3,0,Arquivado
Homicídio,Tamarineira,Uso de Arma de Fogo,Faca,2,1,67,7,0,Arquivado
Latrocínio,Santo Amaro,Fraude Online,Explosivos,3,2,58,2,0,Arquivado
Sequestro,Imbiribeira,Estelionato Bancário,Objeto Contundente,4,0,56,6,1,Concluído
Estupro,Imbiribeira,Golpe Telefônico,Nenhum,0,4,60,6,1,Concluído
Sequestro,Afogados,Assalto a Mão Armada,Objeto Contundente,1,0,36,5,0,Arquivado
Tráfico de Drogas,Tamarineira,Emboscada,Explosivos,3,1,55,7,1,Concluído
Estelionato,Casa Forte,Invasão Residencial,Explosivos,1,4,62,2,0,Arquivado
Ameaça,Pina,Arrombamento,Explosivos,0,0,58,0,1,Concluído
Ameaça,Tamarineira,Estupro Coletivo,Nenhum,2,2,33,7,1,Concluído
Latrocínio,Pina,Assalto a Mão Armada,Objeto Contundente,3,1,63,0,1,Concluído
Estupro,Santo Amaro,Estelionato Bancário,Nenhum,0,2,35,2,1,Concluído
Sequestro,Boa Viagem,Golpe Telefônico,Arma de Fogo,3,4,31,8,0,Arquivado
Estupro,Imbiribeira,Estupro Coletivo,Faca,2,1,36,6,1,Concluído
Tráfico de Drogas,Casa Forte,Arrombamento,Arma de Fogo,3,2,42,2,1,Concluído
Latrocínio,Espinheiro,Assalto a Mão Armada,Objeto Contundente,2,3,23,3,0,Arquivado
Latrocínio,Tamarineira,Fraude Online,Nenhum,2,1,64,7,1,Concluído
Sequestro,Torre,Arrombamento,Explosivos,2,0,53,4,0,Arquivado
Tráfico de Drogas,Boa Viagem,Fraude Online,Faca,4,0,53,8,0,Arquivado
Furto,Afogados,Crime Cibernético,Explosivos,4,1,47,5,1,Concluído
Violência Doméstica,Afogados,Estelionato Bancário,Faca,1,1,24,5,1,Concluído
Ameaça,Torre,Estupro Coletivo,Objeto Contundente,1,0,69,4,1,Concluído
Ameaça,Afogados,Golpe Telefônico,Explosivos,1,1,49,5,1,Concluído
Sequestro,Tamarineira,Emboscada,Arma de Fogo,3,0,68,7,1,Concluído
Sequestro,Torre,Estupro Coletivo,Objeto Contundente,2,1,15,4,0,Arquivado
Homicídio,Imbiribeira,Estupro Coletivo,Nenhum,4,2,53,6,0,Arquivado
Furto,Afogados,Crime Cibernético,Objeto Contundente,4,4,49,5,0,Arquivado
Sequestro,Boa Viagem,Fraude Online,Arma de Fogo,3,0,66,8,1,Concluído
Sequestro,Boa Viagem,Uso de Arma de Fogo,Arma de Fogo,4,1,62,8,0,Arquivado
Ameaça,Afogados,Arrombamento,Arma de Fogo,0,3,29,5,1,Concluído
Violência Doméstica,Graças,Fraude Online,Nenhum,2,2,36,1,0,Arquivado
Tráfico de Drogas,Espinheiro,Assalto a Mão Armada,Faca,0,0,14,3,0,Arquivado
Latrocínio,Pina,Emboscada,Objeto Contundente,0,1,42,0,0,Arquivado
Sequestro,Tamarineira,Arrombamento,Nenhum,3,1,43,7,0,Arquivado
Homicídio,Boa Viagem,Estelionato Bancário,Faca,0,1,42,8,0,Arquivado
Latrocínio,Boa Viagem,Crime Cibernético,Arma de Fogo,1,1,45,8,1,Concluído
Sequestro,Boa Viagem,Estelionato Bancário,Explosivos,1,3,30,8,0,Arquivado
Estupro,Afogados,Estelionato Bancário,Faca,4,0,15,5,0,Arquivado
Homicídio,Graças,Estelionato Bancário,Nenhum,0,2,59,1,1,Concluído
Estelionato,Espinheiro,Emboscada,Arma de Fogo,3,4,51,3,0,Arquivado
Sequestro,Santo Amaro,Assalto a Mão Armada,Explosivos,1,0,64,2,1,Concluído
Estelionato,Espinheiro,Arrombamento,Faca,0,1,42,3,1,Concluído
Estupro,Boa Viagem,Estelionato Bancário,Objeto Contundente,0,3,56,8,1,Concluído
Roubo,Imbiribeira,Golpe Telefônico,Arma de Fogo,1,0,26,6,1,Concluído
Violência Doméstica,Torre,Emboscada,Explosivos,3,0,34,4,1,Concluído
Estupro,Imbiribeira,Estupro Coletivo,Arma de Fogo,4,4,20,6,1,Concluído
Latrocínio,Casa Forte,Crime Cibernético,Objeto Contundente,2,1,24,2,0,Arquivado
Violência Doméstica,Graças,Estelionato Bancário,Objeto Contundente,3,4,59,1,0,Arquivado
Roubo,Afogados,Estelionato Bancário,Faca,2,0,25,5,0,Arquivado
Sequestro,Imbiribeira,Invasão Residencial,Explosivos,4,2,37,6,1,Concluído
Tráfico de Drogas,Graças,Estupro Coletivo,Faca,2,4,51,1,0,Arquivado
Violência Doméstica,Pina,Assalto a Mão Armada,Nenhum,1,3,67,0,1,Concluído
Roubo,Afogados,Arrombamento,Objeto Contundente,0,1,57,5,1,Concluído
Furto,Casa Forte,Uso de Arma de Fogo,Objeto Contundente,4,3,61,2,0,Arquivado
Sequestro,Graças,Arrombamento,Nenhum,3,4,25,1,1,Concluído
Homicídio,Imbiribeira,Golpe Telefônico,Explosivos,2,1,54,6,1,Concluído
Sequestro,Santo Amaro,Fraude Online,Explosivos,2,1,52,2,1,Concluído
Estelionato,Tamarineira,Arrombamento,Faca,0,4,42,7,0,Arquivado
Estupro,Casa Forte,Arrombamento,Explosivos,1,3,52,2,1,Concluído
Ameaça,Boa Viagem,Invasão Residencial,Arma de Fogo,4,3,34,8,0,Arquivado
Ameaça,Imbiribeira,Assalto a Mão Armada,Arma de Fogo,0,3,49,6,0,Arquivado
Roubo,Casa Forte,Arrombamento,Faca,3,4,29,2,1,Concluído
Latrocínio,Boa Viagem,Uso de Arma de Fogo,Arma de Fogo,2,3,35,8,0,Arquivado
Estupro,Boa Viagem,Invasão Residencial,Arma de Fogo,0,0,31,8,0,Arquivado
Furto,Graças,Crime Cibernético,Nenhum,1,0,15,1,0,Arquivado
Estelionato,Pina,Crime Cibernético,Explosivos,3,3,17,0,1,Concluído
Roubo,Imbiribeira,Arrombamento,Faca,4,3,62,6,1,Concluído
Estupro,Graças,Emboscada,Objeto Contundente,2,1,14,1,0,Arquivado
Furto,Graças,Estupro Coletivo,Nenhum,0,3,48,1,1,Concluído
Sequestro,Boa Viagem,Emboscada,Faca,2,2,24,8,0,Arquivado
Sequestro,Boa Viagem,Estelionato Bancário,Arma de Fogo,1,1,21,8,0,Arquivado
Estupro,Torre,Emboscada,Objeto Contundente,0,3,34,4,0,Arquivado
Ameaça,Tamarineira,Emboscada,Explosivos,0,2,23,7,0,Arquivado
Estelionato,Pina,Assalto a Mão Armada,Objeto Contundente,3,4,26,0,1,Concluído
Sequestro,Santo Amaro,Arrombamento,Explosivos,3,3,20,2,1,Concluído
Furto,Tamarineira,Golpe Telefônico,Explosivos,3,4,15,7,0,Arquivado
Ameaça,Afogados,Crime Cibernético,Objeto Contundente,4,4,41,5,0,Arquivado
Estelionato,Afogados,Golpe Telefônico,Explosivos,0,2,27,5,0,Arquivado
Estelionato,Torre,Invasão Residencial,Arma de Fogo,3,2,66,4,0,Arquivado
Furto,Imbiribeira,Golpe Telefônico,Faca,4,2,51,6,1,Concluído
Homicídio,Boa Viagem,Invasão Residencial,Nenhum,0,1,54,8,0,Arquivado
Violência Doméstica,Afogados,Golpe Telefônico,Arma de Fogo,4,0,23,5,1,Concluído
Latrocínio,Espinheiro,Estelionato Bancário,Objeto Contundente,3,3,42,3,1,Concluído
Ameaça,Graças,Emboscada,Arma de Fogo,3,4,59,1,1,Concluído
Ameaça,Tamarineira,Crime Cibernético,Faca,4,1,21,7,1,Concluído
Furto,Boa Viagem,Uso de Arma de Fogo,Nenhum,2,1,49,8,0,Arquivado
Latrocínio,Pina,Fraude Online,Faca,3,1,25,0,1,Concluído
Estupro,Torre,Invasão Residencial,Explosivos,0,0,59,4,1,Concluído
Estelionato,Graças,Fraude Online,Nenhum,0,4,47,1,0,Arquivado
Estelionato,Imbiribeira,Golpe Telefônico,Nenhum,4,4,33,6,1,Concluído
Sequestro,Pina,Golpe Telefônico,Objeto Contundente,0,4,59,0,0,Arquivado
Estelionato,Torre,Emboscada,Faca,2,4,55,4,0,Arquivado
Furto,Tamarineira,Assalto a Mão Armada,Faca,4,3,16,7,1,Concluído
Latrocínio,Pina,Fraude Online,Nenhum,3,3,21,0,0,Arquivado
Homicídio,Santo Amaro,Golpe Telefônico,Arma de Fogo,1,4,29,2,1,Concluído
Sequestro,Santo Amaro,Uso de Arma de Fogo,Explosivos,4,0,41,2,0,Arquivado
Latrocínio,Santo Amaro,Assalto a Mão Armada,Nenhum,4,3,15,2,1,Concluído
Estelionato,Boa Viagem,Estupro Coletivo,Nenhum,2,1,61,8,0,Arquivado
Ameaça,Imbiribeira,Estupro Coletivo,Arma de Fogo,0,2,37,6,0,Arquivado
Homicídio,Santo Amaro,Uso de Arma de Fogo,Faca,0,0,21,2,1,Concluído
Estelionato,Boa Viagem,Emboscada,Explosivos,1,4,17,8,1,Concluído
Estelionato,Pina,Estupro Coletivo,Objeto Contundente,1,1,24,0,1,Concluído
Violência Doméstica,Afogados,Emboscada,Faca,0,2,45,5,1,Concluído
Estupro,Casa Forte,Invasão Residencial,Explosivos,4,4,52,2,1,Concluído
Estelionato,Imbiribeira,Estupro Coletivo,Explosivos,4,0,69,6,0,Arquivado
Ameaça,Santo Amaro,Assalto a Mão Armada,Nenhum,0,1,42,2,1,Concluído
Tráfico de Drogas,Boa Viagem,Uso de Arma de Fogo,Nenhum,3,4,67,8,0,Arquivado
Violência Doméstica,Pina,Estelionato Bancário,Arma de Fogo,0,1,46,0,1,Concluído
Homicídio,Pina,Emboscada,Nenhum,4,4,25,0,1,Concluído
Latrocínio,Graças,Assalto a Mão Armada,Objeto Contundente,1,1,33,1,1,Concluído
Homicídio,Tamarineira,Assalto a Mão Armada,Objeto Contundente,2,4,55,7,1,Concluído
Sequestro,Graças,Crime Cibernético,Explosivos,0,0,66,1,0,Arquivado
Ameaça,Graças,Golpe Telefônico,Objeto Contundente,1,2,61,1,1,Concluído
Roubo,Tamarineira,Fraude Online,Explosivos,1,4,26,7,0,Arquivado
Homicídio,Torre,Estelionato Bancário,Faca,4,3,47,4,0,Arquivado
Roubo,Pina,Emboscada,Explosivos,0,0,24,0,0,Arquivado
Roubo,Boa Viagem,Emboscada,Faca,1,0,26,8,0,Arquivado
Estupro,Afogados,Invasão Residencial,Explosivos,1,1,67,5,0,Arquivado
Ameaça,Torre,Estelionato Bancário,Explosivos,1,4,40,4,0,Arquivado
Tráfico de Drogas,Boa Viagem,Estelionato Bancário,Explosivos,3,4,39,8,0,Arquivado
Roubo,Torre,Fraude Online,Nenhum,4,3,42,4,0,Arquivado
Latrocínio,Santo Amaro,Estelionato Bancário,Arma de Fogo,3,4,30,2,0,Arquivado
Latrocínio,Santo Amaro,Arrombamento,Explosivos,4,0,48,2,1,Concluído
Sequestro,Torre,Assalto a Mão Armada,Nenhum,3,3,49,4,1,Concluído
Ameaça,Pina,Estupro Coletivo,Explosivos,0,2,45,0,1,Concluído
Homicídio,Afogados,Assalto a Mão Armada,Objeto Contundente,1,3,18,5,1,Concluído
Estupro,Torre,Estupro Coletivo,Faca,0,4,54,4,0,Arquivado
Estelionato,Afogados,Uso de Arma de Fogo,Explosivos,0,4,54,5,1,Concluído
Latrocínio,Tamarineira,Arrombamento,Faca,2,2,65,7,1,Concluído
Estupro,Casa Forte,Uso de Arma de Fogo,Faca,1,3,60,2,1,Concluído
Sequestro,Tamarineira,Uso de Arma de Fogo,Explosivos,1,0,67,7,1,Concluído
Estupro,Pina,Estupro Coletivo,Nenhum,0,3,53,0,1,Concluído
Estelionato,Espinheiro,Crime Cibernético,Explosivos,3,3,22,3,0,Arquivado
Sequestro,Casa Forte,Uso de Arma de Fogo,Nenhum,1,4,21,2,1,Concluído
Tráfico de Drogas,Casa Forte,Fraude Online,Arma de Fogo,0,3,65,2,1,Concluído
Homicídio,Pina,Assalto a Mão Armada,Arma de Fogo,3,1,21,0,0,Arquivado
Sequestro,Casa Forte,Invasão Residencial,Objeto Contundente,2,0,31,2,1,Concluído
Roubo,Imbiribeira,Uso de Arma de Fogo,Explosivos,3,0,35,6,0,Arquivado
Roubo,Tamarineira,Estupro Coletivo,Nenhum,2,1,44,7,0,Arquivado
Furto,Boa Viagem,Estelionato Bancário,Objeto Contundente,1,1,54,8,1,Concluído
Furto,Imbiribeira,Crime Cibernético,Faca,4,2,65,6,1,Concluído
Violência Doméstica,Tamarineira,Fraude Online,Explosivos,0,0,22,7,0,Arquivado
Roubo,Boa Viagem,Crime Cibernético,Objeto Contundente,2,4,46,8,0,Arquivado
Estupro,Santo Amaro,Uso de Arma de Fogo,Arma de Fogo,2,4,30,2,0,Arquivado
Furto,Santo Amaro,Crime Cibernético,Faca,3,4,46,2,1,Concluído
Furto,Imbiribeira,Uso de Arma de Fogo,Arma de Fogo,0,3,59,6,0,Arquivado
Latrocínio,Torre,Crime Cibernético,Explosivos,1,0,30,4,1,Concluído
Latrocínio,Graças,Golpe Telefônico,Nenhum,1,1,57,1,1,Concluído
Roubo,Santo Amaro,Estelionato Bancário,Objeto Contundente,2,3,26,2,0,Arquivado
Ameaça,Pina,Uso de Arma de Fogo,Explosivos,0,0,20,0,0,Arquivado
Tráfico de Drogas,Imbiribeira,Invasão Residencial,Nenhum,3,0,62,6,1,Concluído
Violência Doméstica,Graças,Uso de Arma de Fogo,Arma de Fogo,4,0,38,1,1,Concluído
Violência Doméstica,Graças,Estelionato Bancário,Objeto Contundente,0,0,32,1,0,Arquivado
Violência Doméstica,Pina,Assalto a Mão Armada,Nenhum,0,0,54,0,1,Concluído
Roubo,Boa Viagem,Fraude Online,Nenhum,3,4,14,8,0,Arquivado
Estelionato,Santo Amaro,Arrombamento,Arma de Fogo,3,0,62,2,1,Concluído
Sequestro,Santo Amaro,Arrombamento,Objeto Contundente,3,3,41,2,1,Concluído
Roubo,Boa Viagem,Uso de Arma de Fogo,Explosivos,1,4,68,8,1,Concluído
Tráfico de Drogas,Torre,Golpe Telefônico,Arma de Fogo,0,4,16,4,1,Concluído
Sequestro,Pina,Assalto a Mão Armada,Explosivos,0,3,41,0,0,Arquivado
Furto,Espinheiro,Crime Cibernético,Explosivos,2,0,38,3,1,Concluído
Estelionato,Torre,Uso de Arma de Fogo,Nenhum,1,1,25,4,1,Concluído
Homicídio,Santo Amaro,Estupro Coletivo,Faca,3,4,57,2,1,Concluído
Homicídio,Afogados,Emboscada,Faca,0,3,19,5,0,Arquivado
Estelionato,Espinheiro,Arrombamento,Arma de Fogo,1,1,18,3,1,Concluído
Estupro,Afogados,Emboscada,Explosivos,3,4,59,5,1,Concluído
Estelionato,Tamarineira,Assalto a Mão Armada,Nenhum,3,4,21,7,1,Concluído
Ameaça,Boa Viagem,Estupro Coletivo,Arma de Fogo,4,1,28,8,0,Arquivado
Furto,Boa Viagem,Assalto a Mão Armada,Arma de Fogo,0,0,28,8,1,Concluído
Furto,Casa Forte,Estupro Coletivo,Faca,2,3,41,2,0,Arquivado
Furto,Casa Forte,Invasão Residencial,Explosivos,4,3,63,2,1,Concluído
Ameaça,Casa Forte,Estupro Coletivo,Objeto Contundente,2,0,21,2,0,Arquivado
Latrocínio,Pina,Invasão Residencial,Arma de Fogo,2,1,54,0,1,Concluído
Latrocínio,Imbiribeira,Uso de Arma de Fogo,Faca,0,3,39,6,1,Concluído
Roubo,Graças,Invasão Residencial,Objeto Contundente,2,2,27,1,1,Concluído
Latrocínio,Imbiribeira,Estelionato Bancário,Faca,2,0,53,6,1,Concluído
Furto,Afogados,Arrombamento,Arma de Fogo,3,3,39,5,1,Concluído
Estupro,Imbiribeira,Uso de Arma de Fogo,Nenhum,2,2,17,6,0,Arquivado
Violência Doméstica,Pina,Arrombamento,Arma de Fogo,0,4,40,0,0,Arquivado
Roubo,Torre,Estelionato Bancário,Arma de Fogo,3,4,19,4,1,Concluído
Roubo,Casa Forte,Arrombamento,Nenhum,2,0,55,2,0,Arquivado
Violência Doméstica,Tamarineira,Assalto a Mão Armada,Explosivos,0,4,52,7,0,Arquivado
Estelionato,Graças,Estelionato Bancário,Objeto Contundente,0,0,32,1,1,Concluído
Violência Doméstica,Torre,Estupro Coletivo,Explosivos,0,4,63,4,1,Concluído
Estupro,Afogados,Assalto a Mão Armada,Faca,2,4,38,5,1,Concluído
Sequestro,Torre,Estelionato Bancário,Faca,3,2,43,4,1,Concluído
Estelionato,Boa Viagem,Crime Cibernético,Faca,3,4,21,8,0,Arquivado
Sequestro,Pina,Invasão Residencial,Arma de Fogo,2,1,53,0,0,Arquivado
Latrocínio,Boa Viagem,Invasão Residencial,Nenhum,0,3,23,8,1,Concluído
Estelionato,Pina,Arrombamento,Arma de Fogo,3,0,46,0,1,Concluído
Estupro,Boa Viagem,Crime Cibernético,Faca,2,3,15,8,0,Arquivado
Violência Doméstica,Tamarineira,Estelionato Bancário,Faca,4,1,15,7,1,Concluído
Estupro,Boa Viagem,Assalto a Mão Armada,Explosivos,0,0,42,8,0,Arquivado
Estelionato,Pina,Invasão Residencial,Faca,4,4,51,0,0,Arquivado
Ameaça,Boa Viagem,Arrombamento,Arma de Fogo,0,4,26,8,1,Concluído
Estupro,Graças,Arrombamento,Nenhum,1,1,44,1,0,Arquivado
Estelionato,Boa Viagem,Assalto a Mão Armada,Faca,3,2,68,8,1,Concluído
Estupro,Graças,Fraude Online,Arma de Fogo,0,4,50,1,0,Arquivado
Estupro,Tamarineira,Assalto a Mão Armada,Explosivos,2,1,57,7,1,Concluído
Tráfico de Drogas,Espinheiro,Uso de Arma de Fogo,Explosivos,4,3,68,3,1,Concluído
Roubo,Boa Viagem,Assalto a Mão Armada,Arma de Fogo,0,3,22,8,1,Concluído
Roubo,Casa Forte,Golpe Telefônico,Nenhum,2,2,28,2,1,Concluído
Ameaça,Casa Forte,Uso de Arma de Fogo,Nenhum,1,0,18,2,0,Arquivado
Estupro,Boa Viagem,Emboscada,Explosivos,1,1,31,8,1,Concluído
Estelionato,Afogados,Arrombamento,Explosivos,1,2,53,5,1,Concluído
Homicídio,Pina,Assalto a Mão Armada,Nenhum,1,2,65,0,1,Concluído
Estelionato,Espinheiro,Assalto a Mão Armada,Faca,0,4,41,3,0,Arquivado
Ameaça,Casa Forte,Crime Cibernético,Objeto Contundente,3,1,30,2,0,Arquivado
Furto,Pina,Assalto a Mão Armada,Nenhum,1,0,25,0,1,Concluído
Tráfico de Drogas,Graças,Estupro Coletivo,Nenhum,0,0,58,1,0,Arquivado
Roubo,Pina,Assalto a Mão Armada,Nenhum,4,0,69,0,1,Concluído
Violência Doméstica,Tamarineira,Fraude Online,Explosivos,3,2,42,7,0,Arquivado
Tráfico de Drogas,Pina,Golpe Telefônico,Objeto Contundente,1,0,66,0,0,Arquivado
Roubo,Santo Amaro,Fraude Online,Nenhum,4,0,42,2,0,Arquivado
Latrocínio,Casa Forte,Emboscada,Nenhum,4,0,39,2,1,Concluído
Latrocínio,Espinheiro,Arrombamento,Objeto Contundente,3,0,36,3,1,Concluído
Estelionato,Torre,Assalto a Mão Armada,Arma de Fogo,1,4,35,4,1,Concluído
Latrocínio,Tamarineira,Estupro Coletivo,Faca,0,2,29,7,1,Concluído
Homicídio,Espinheiro,Estupro Coletivo,Nenhum,4,2,35,3,1,Concluído
Violência Doméstica,Casa Forte,Uso de Arma de Fogo,Nenhum,2,1,59,2,0,Arquivado
Estelionato,Espinheiro,Assalto a Mão Armada,Arma de Fogo,1,1,39,3,1,Concluído
Ameaça,Boa Viagem,Estupro Coletivo,Objeto Contundente,2,3,36,8,1,Concluído
Violência Doméstica,Imbiribeira,Estupro Coletivo,Objeto Contundente,3,3,19,6,1,Concluído
Latrocínio,Tamarineira,Estelionato Bancário,Nenhum,2,3,14,7,0,Arquivado
Estelionato,Espinheiro,Emboscada,Faca,1,4,60,3,1,Concluído
Estupro,Afogados,Crime Cibernético,Explosivos,1,4,46,5,1,Concluído
Sequestro,Tamarineira,Fraude Online,Faca,0,2,52,7,1,Concluído
